rev bandwidth latency start_time key_size num_parties set_size old_method strategy result
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473059846.71 80 5 65536 False BLOOM_FILTER |(4.3165526, 35379331)||(3.3544367999999998, 63041078)||(3.3473886, 62727576)||(3.340822, 62877597)||(4.1077069999999996, 56975090)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473059923.53 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.442751699999995, 36013242)||(20.5373435, 57096742)||(20.5430821, 57098661)||(20.425541399999997, 57097045)||(20.514164299999997, 57081770)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473060193.65 80 5 65536 False GAUSS_SIMPLE_HASH |(36.4771311, 70657168)||(1.1461985, 123595439)||(1.1107731, 121533456)||(1.1525966, 121869516)||(2.7411122, 110157717)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473060592.04 128 5 65536 False BLOOM_FILTER |(4.6005081, 35362335)||(3.6417877000000005, 62984758)||(3.6465433999999997, 63130315)||(3.6630285000000002, 63093545)||(4.3972034, 56999038)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473060671.72 128 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.815400900000004, 36022411)||(20.9916756, 57101276)||(20.887563, 57102312)||(20.8756599, 57101578)||(20.945065300000003, 57086776)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 1000mbit 0.2ms 1473060944.67 128 5 65536 False GAUSS_SIMPLE_HASH |(37.007219799999994, 70595259)||(1.5916932, 122729178)||(1.5455842, 122448977)||(1.5789406, 122002140)||(3.1678391, 110201770)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473061351.88 80 5 65536 False BLOOM_FILTER |(25.929747900000002, 35413563)||(3.3587143, 63202862)||(3.35495, 63062879)||(3.362065500000001, 62586292)||(25.6199002, 56943575)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473061644.67 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(36.824832, 35977112)||(19.6875742, 57097774)||(19.685129499999995, 57097991)||(19.7405105, 57097511)||(34.2018966, 57081297)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473062048.75 80 5 65536 False GAUSS_SIMPLE_HASH |(77.4889936, 70850882)||(1.1419237, 122936683)||(1.1558468, 123149178)||(1.1412581999999998, 122338404)||(43.4916338, 110072920)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473062858.02 128 5 65536 False BLOOM_FILTER |(26.261142, 35399995)||(3.6579636, 63359974)||(3.6518914000000002, 63197814)||(3.666467, 63614469)||(25.9342132, 56919749)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473063154.15 128 5 65536 False POLYNOMIALS_SIMPLE_HASH |(37.5563563, 35986106)||(20.009661400000002, 57101792)||(20.0489727, 57100479)||(19.992940600000004, 57102970)||(34.493322, 57054396)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 54mbit 0.2ms 1473063566.13 128 5 65536 False GAUSS_SIMPLE_HASH |(78.2312307, 70647793)||(1.5636602, 120703243)||(1.5664751, 121268454)||(1.5672276, 121525104)||(44.1180245, 110080203)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473064383.75 80 5 65536 False BLOOM_FILTER |(21.759781999999998, 35472692)||(3.3215060999999997, 63216479)||(3.3573459, 63520599)||(3.3542815, 63657274)||(21.4905251, 56968800)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473064636.3 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(33.1396862, 36039238)||(20.271742399999994, 57097008)||(20.1459594, 57095653)||(20.216351299999996, 57097357)||(30.180928699999992, 57081578)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473065004.36 80 5 65536 False GAUSS_SIMPLE_HASH |(69.883726, 70956068)||(1.144966, 122415698)||(1.1399393, 121387056)||(1.1136585999999997, 121031583)||(36.090765399999995, 110087554)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473065737.88 128 5 65536 False BLOOM_FILTER |(22.007162100000002, 35472026)||(3.6862918000000002, 63352217)||(3.6646591000000006, 63465183)||(3.6392358000000002, 62951721)||(21.7313015, 56935104)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473065992.6 128 5 65536 False POLYNOMIALS_SIMPLE_HASH |(33.4859563, 36032665)||(20.4607517, 57101474)||(20.5243611, 57103222)||(20.4452834, 57102124)||(30.4535954, 57085549)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 25mbit 10ms 1473066363.24 128 5 65536 False GAUSS_SIMPLE_HASH |(70.4181647, 70806864)||(1.5576314000000002, 123091795)||(1.5703352, 121735930)||(1.5594734, 122925223)||(36.5206663, 110075533)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 10mbit 50ms 1473067101.99 80 5 65536 False BLOOM_FILTER |(49.168864899999996, 35263048)||(3.3368249999999997, 63801917)||(3.3331757000000004, 63308027)||(3.3589445999999996, 62854525)||(48.7800751, 56957910)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 10mbit 50ms 1473067627.89 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(60.24156790000001, 35805998)||(19.831766899999995, 57097277)||(19.8371167, 57104072)||(19.8157754, 57098304)||(57.49168400000001, 57001393)|
a6c046359b62682c4b7e66d5969cc74ec89270a8 10mbit 50ms 1473068266.48 80 5 65536 False GAUSS_SIMPLE_HASH |(123.0569308, 70488200)||(1.1281585, 122805256)||(1.1313312, 122876100)||(1.1415706, 122550679)||(88.8782793, 110049863)|
