rev,bandwidth,latency,start_time,key_size,num_parties,num_threads,set_size,old_method,strategy,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977186.09,80,5,1,4,False,SIMPLE_HASH,|0.127051||34394||0.0||0|,|0.124331||6655||2.4e-05||315|,|0.126773||6705||2.3e-05||315|,|0.116654||6557||2.4e-05||315|,|0.123544||6701||2.2e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977188.8,80,5,1,4,False,SIMPLE_HASH,|0.122888||34394||0.0||0|,|0.120514||6655||2.4e-05||315|,|0.121806||6705||2.3e-05||315|,|0.11924||6623||2.3e-05||315|,|0.112032||6541||2.2e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977191.46,80,5,1,4,False,SIMPLE_HASH,|0.119872||34394||0.0||0|,|0.116195||6589||2.3e-05||315|,|0.116645||6573||2.3e-05||315|,|0.118015||6557||2.3e-05||315|,|0.119397||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977194.1,80,5,1,4,False,SIMPLE_HASH,|0.121573||34394||0.0||0|,|0.117059||6589||2.3e-05||315|,|0.117789||6573||2.3e-05||315|,|0.120888||6623||2.4e-05||315|,|0.119214||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977196.72,80,5,1,4,False,SIMPLE_HASH,|0.188626||34526||0.0||0|,|0.12178||6589||2.3e-05||315|,|0.18743||6771||2.3e-05||315|,|0.183926||6689||2.4e-05||315|,|0.12031||6541||2.2e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977199.42,80,5,1,4,False,SIMPLE_HASH,|0.125999||34394||0.0||0|,|0.124534||6787||2.3e-05||315|,|0.11574||6573||2.3e-05||315|,|0.117178||6557||2.4e-05||315|,|0.117382||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977202.04,80,5,1,4,False,SIMPLE_HASH,|0.12418||34394||0.0||0|,|0.122961||6655||2.3e-05||315|,|0.118988||6573||2.3e-05||315|,|0.122125||6557||2.3e-05||315|,|0.122511||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977204.7,80,5,1,4,False,SIMPLE_HASH,|0.12111||34394||0.0||0|,|0.120734||6589||2.4e-05||315|,|0.119788||6573||2.3e-05||315|,|0.120815||6557||2.3e-05||315|,|0.120099||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977207.35,80,5,1,4,False,SIMPLE_HASH,|0.129164||34394||0.0||0|,|0.117956||6589||2.4e-05||315|,|0.117978||6573||2.4e-05||315|,|0.128559||6623||2.3e-05||315|,|0.119413||6541||2.3e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977210.03,80,5,1,4,False,SIMPLE_HASH,|0.125695||34394||0.0||0|,|0.125316||6787||2.4e-05||315|,|0.116287||6573||2.4e-05||315|,|0.11734||6557||2.3e-05||315|,|0.11825||6541||2.4e-05||315|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977212.68,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.127342||34394||0.0||0|,|0.12521||6856||2.4e-05||450|,|0.124451||6840||2.4e-05||450|,|0.117236||6692||2.3e-05||450|,|0.117848||6676||2.2e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977215.33,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.121252||34394||0.0||0|,|0.117484||6724||2.3e-05||450|,|0.118615||6708||2.3e-05||450|,|0.118283||6692||2.3e-05||450|,|0.119745||6676||2.2e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977217.96,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.123231||34394||0.0||0|,|0.120969||6790||2.3e-05||450|,|0.121426||6840||2.3e-05||450|,|0.119761||6758||2.3e-05||450|,|0.11768||6676||2.4e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977220.62,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.189047||34526||0.0||0|,|0.120804||6724||2.3e-05||450|,|0.187375||6840||2.4e-05||450|,|0.11938||6692||2.4e-05||450|,|0.186003||6808||2.3e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977223.31,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.123589||34394||0.0||0|,|0.120426||6790||2.4e-05||450|,|0.120388||6774||2.3e-05||450|,|0.121411||6758||2.3e-05||450|,|0.118566||6676||2.2e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977225.91,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.121384||34394||0.0||0|,|0.115527||6724||2.4e-05||450|,|0.117956||6708||2.3e-05||450|,|0.119341||6692||2.3e-05||450|,|0.118368||6676||2.2e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977228.57,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.127341||34394||0.0||0|,|0.124735||6856||2.3e-05||450|,|0.115827||6708||2.4e-05||450|,|0.12547||6758||2.3e-05||450|,|0.117037||6676||2.2e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977231.19,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.126367||34394||0.0||0|,|0.1246||6856||2.3e-05||450|,|0.122358||6774||2.3e-05||450|,|0.12061||6692||2.3e-05||450|,|0.121778||6676||2.3e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977233.86,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.122515||34394||0.0||0|,|0.12029||6724||2.3e-05||450|,|0.120311||6708||2.3e-05||450|,|0.11908||6692||2.3e-05||450|,|0.120713||6676||2.3e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977236.5,80,5,1,4,False,GAUSS_SIMPLE_HASH,|0.123446||34394||0.0||0|,|0.117198||6724||2.4e-05||450|,|0.118801||6708||2.3e-05||450|,|0.117729||6692||2.3e-05||450|,|0.121458||6676||2.3e-05||450|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977239.16,80,5,1,4,False,BLOOM_FILTER,|0.120985||35186||0.0||0|,|0.114164||8032||1.3e-05||3480|,|0.120232||8082||1.2e-05||3480|,|0.117434||8000||1.3e-05||3480|,|0.109875||7918||1.6e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977241.82,80,5,1,4,False,BLOOM_FILTER,|0.118921||35186||0.0||0|,|0.116417||7966||1.3e-05||3480|,|0.117356||7950||2.2e-05||3480|,|0.117407||7934||1.2e-05||3480|,|0.118111||7918||1.2e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977244.48,80,5,1,4,False,BLOOM_FILTER,|0.122407||35336||0.0||0|,|0.117553||7966||1.2e-05||3480|,|0.118349||7950||1e-05||3480|,|0.119456||7934||1.3e-05||3480|,|0.121757||7918||1.3e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977247.14,80,5,1,4,False,BLOOM_FILTER,|0.120287||35186||0.0||0|,|0.117786||7966||1.1e-05||3480|,|0.118828||8016||1.1e-05||3480|,|0.119482||8000||1.3e-05||3480|,|0.115176||7918||1.2e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977249.79,80,5,1,4,False,BLOOM_FILTER,|0.187084||35468||0.0||0|,|0.115686||7966||1e-05||3480|,|0.117788||7950||1.4e-05||3480|,|0.186307||8066||1.3e-05||3480|,|0.185226||8050||1.1e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977252.54,80,5,1,4,False,BLOOM_FILTER,|0.122989||35186||0.0||0|,|0.122224||8164||1.3e-05||3480|,|0.119242||8082||1.3e-05||3480|,|0.113874||7934||1e-05||3480|,|0.112678||7918||1.1e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977255.19,80,5,1,4,False,BLOOM_FILTER,|0.122062||35186||0.0||0|,|0.120262||8098||1.3e-05||3480|,|0.121226||8082||1e-05||3480|,|0.117475||8000||1.5e-05||3480|,|0.112878||7918||1e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977257.84,80,5,1,4,False,BLOOM_FILTER,|0.119211||35186||0.0||0|,|0.118559||8032||1.2e-05||3480|,|0.115334||7950||1.1e-05||3480|,|0.118767||8000||1.1e-05||3480|,|0.116822||7918||1.3e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977260.49,80,5,1,4,False,BLOOM_FILTER,|0.122941||35186||0.0||0|,|0.1211||8032||1.3e-05||3480|,|0.122092||8016||1e-05||3480|,|0.12004||8000||1.2e-05||3480|,|0.116398||7918||1e-05||3480|
1c07e24cce402fe0bc6904caefc12015655ab5d6,None,None,1474977263.12,80,5,1,4,False,BLOOM_FILTER,|0.120428||35186||0.0||0|,|0.117143||7966||1.2e-05||3480|,|0.118612||7950||9e-06||3480|,|0.119312||7934||1.1e-05||3480|,|0.119557||7918||1.4e-05||3480|
