rev bandwidth latency start_time key_size num_parties set_size old_method strategy result
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587121.02 80 3 65536 False BLOOM_FILTER |(3.4460089, 17631282)||(3.2943859000000004, 63041261)||(3.3211703, 63159982)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587177.97 80 3 65536 False POLYNOMIALS_SIMPLE_HASH |(20.1110136, 18005874)||(18.9811138, 57096201)||(18.9667345, 57098242)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587402.53 80 3 65536 False GAUSS_SIMPLE_HASH |(13.345027600000003, 34866543)||(0.9683482999999999, 65410778)||(0.9680962, 65955920)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587558.07 80 5 65536 False BLOOM_FILTER |(3.6136709, 35229832)||(3.3816618, 63837218)||(3.360136, 63607641)||(3.3589276, 63728263)||(3.3666852, 63696052)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587627.18 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.233425399999998, 36002853)||(20.467253699999997, 57097499)||(20.436873100000003, 57097731)||(20.414085, 57097198)||(20.4105739, 57097974)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473587896.91 80 5 65536 False GAUSS_SIMPLE_HASH |(33.5247167, 70493015)||(1.2122286, 122922163)||(1.1829278000000003, 123223232)||(1.238385, 122813164)||(1.2078351, 122193578)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473588268.23 80 7 65536 False BLOOM_FILTER |(3.8285924000000002, 52877491)||(3.4808982, 63550697)||(3.4502753000000004, 63092370)||(3.4478789, 62932449)||(3.4653532999999994, 63740783)||(3.4685773999999996, 63426900)||(3.4350893, 63116386)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473588353.74 80 7 65536 False POLYNOMIALS_SIMPLE_HASH |(28.2085973, 54006401)||(23.6929588, 57091160)||(23.7743286, 57092091)||(23.777263999999995, 57096860)||(23.885026900000003, 57072581)||(23.999107200000005, 57097311)||(23.8520209, 57099115)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473588712.26 80 7 65536 False GAUSS_SIMPLE_HASH |(65.3108821, 106753613)||(1.7736926, 174683144)||(1.8138718, 175336615)||(1.7470050999999998, 174620614)||(1.8454931, 175219759)||(1.8022112, 174793626)||(1.5231288000000003, 174639851)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473589410.6 80 10 65536 False BLOOM_FILTER |(4.0637193, 79291207)||(3.5283458000000003, 63089935)||(3.5386189000000003, 62738449)||(3.5849304999999996, 62996170)||(3.609911600000001, 62917458)||(3.6302231000000007, 63327443)||(3.4693257, 62641678)||(3.6233049999999998, 63241609)||(3.4827337, 63133880)||(3.6202288000000005, 63184619)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473589515.38 80 10 65536 False POLYNOMIALS_SIMPLE_HASH |(32.4830767, 81037123)||(25.9758165, 57097561)||(26.0675744, 57098333)||(25.9410573, 57086950)||(26.152077299999995, 57086124)||(26.231562900000007, 57100909)||(26.074939900000004, 57053413)||(25.9194818, 57097816)||(26.0172803, 57098032)||(26.191265199999997, 57099579)|
e3090a643c5be7f882a4fcfe73fdff81b53baec4 None None 1473589908.13 80 10 65536 False GAUSS_SIMPLE_HASH |(129.14015920000003, 162404373)||(3.2224644, 251799997)||(3.4209758, 251784176)||(3.3107826000000005, 251913395)||(3.1083001, 252303832)||(3.1527860999999993, 252063959)||(2.8313011, 251589066)||(3.3176604, 252249303)||(3.6419794000000003, 251650700)||(3.2054993000000005, 251877438)|
