rev bandwidth latency start_time key_size num_parties set_size old_method strategy result
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473344983.34 80 5 65536 False BLOOM_FILTER |(4.685008, 32225868)||(4.464194, 56967169)||(4.270107, 56939325)||(4.433904999999999, 57083200)||(4.50153, 56979305)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473344991.83 80 5 65536 False BLOOM_FILTER |(4.731834, 32065172)||(4.4874920000000005, 57035853)||(4.479743999999999, 56924989)||(4.539802, 56974721)||(4.552764, 56939921)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473344999.73 80 5 65536 False BLOOM_FILTER |(4.79332, 32045852)||(4.526914, 57031599)||(4.418573, 57017725)||(4.300712000000001, 57083225)||(4.605203, 56962867)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345008.04 80 5 65536 False BLOOM_FILTER |(4.840366, 32117350)||(4.574111, 56915632)||(4.401119, 56924730)||(4.199416, 57046387)||(4.656983, 56958266)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345016.47 80 5 65536 False BLOOM_FILTER |(4.824508, 32116108)||(4.361898, 57035922)||(4.459972, 57041974)||(4.207738999999999, 57051557)||(4.585012, 56963662)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345024.51 80 5 65536 False BLOOM_FILTER |(4.708988000000001, 32121722)||(4.523828000000001, 57008168)||(4.505572, 56958683)||(4.193220999999999, 57045820)||(4.457846, 57003383)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345032.23 80 5 65536 False BLOOM_FILTER |(4.979617, 31923116)||(4.750273, 57039984)||(4.261974, 56941445)||(4.5749759999999995, 56941429)||(4.600548, 56996897)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345040.38 80 5 65536 False BLOOM_FILTER |(4.7703109999999995, 32104678)||(4.346246, 56983169)||(4.420764, 57045679)||(4.5815150000000004, 56969998)||(4.264964, 57022837)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345048.49 80 5 65536 False BLOOM_FILTER |(4.754867, 31851108)||(4.5651, 57096614)||(4.4145140000000005, 56910978)||(4.537893, 57014347)||(4.411855999999999, 56957717)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345056.99 80 5 65536 False BLOOM_FILTER |(4.729640000000001, 32104780)||(4.524859, 57023046)||(4.466600000000001, 57044014)||(4.525961000000001, 56876746)||(4.2604049999999996, 57084577)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345064.95 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(22.737044, 32106986)||(20.622352, 57095604)||(20.474118999999998, 57085516)||(20.719812, 57101092)||(20.750985, 57084742)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345091.52 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.425345, 32106972)||(20.915391, 57086552)||(21.1331, 57081334)||(20.845533, 57090936)||(20.981199, 57091874)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345118.99 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.380316999999998, 32107248)||(21.037833, 57088086)||(21.132055, 57087306)||(20.930363, 57105624)||(20.774331999999998, 57091630)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345146.42 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.27647, 32107488)||(21.059639, 57093548)||(20.820508, 57093232)||(20.582240000000002, 57096915)||(21.138564, 57084048)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345173.03 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.068586, 32107116)||(20.974686000000002, 57084524)||(20.939352, 57092402)||(20.974784, 57097136)||(20.922247, 57092316)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345199.75 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.49107, 32106728)||(20.586657, 57096286)||(20.089504, 57092412)||(19.967439, 57096162)||(20.0448, 57091900)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345226.8 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.461472, 32107070)||(21.08902, 57090858)||(20.878485, 57093008)||(21.255751, 57087436)||(20.768009, 57091178)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345253.98 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.627337, 32106708)||(20.837902999999997, 57106369)||(21.029353999999998, 57088682)||(21.319809, 57100867)||(21.01915, 57097113)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345280.93 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(24.296367999999998, 32106576)||(20.791219, 57090576)||(21.051722, 57084818)||(20.873275000000003, 57090760)||(21.107868999999997, 57101370)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345309.0 80 5 65536 False POLYNOMIALS_SIMPLE_HASH |(23.567318, 32107356)||(20.230067, 57097830)||(20.019129, 57088196)||(20.235675999999998, 57085790)||(20.268062999999998, 57090198)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345336.17 80 5 65536 False GAUSS_SIMPLE_HASH |(37.000177, 63614702)||(3.554465, 110262365)||(3.4089899999999997, 110284761)||(3.388429, 110274518)||(3.29653, 110266870)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345376.4 80 5 65536 False GAUSS_SIMPLE_HASH |(36.790705, 63363790)||(3.3364160000000003, 110224659)||(3.3067849999999996, 110204336)||(3.1819, 110161982)||(3.443016, 110190135)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345416.76 80 5 65536 False GAUSS_SIMPLE_HASH |(36.595288999999994, 63636384)||(3.297957, 110170745)||(3.121346, 110186372)||(3.204534, 110145265)||(3.10515, 110161394)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345457.11 80 5 65536 False GAUSS_SIMPLE_HASH |(36.428796000000006, 63597586)||(3.3632959999999996, 110127926)||(3.2083969999999997, 110222373)||(3.148198, 110206031)||(3.419586, 110226397)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345497.4 80 5 65536 False GAUSS_SIMPLE_HASH |(36.745352, 63790749)||(3.423438, 110168062)||(3.534114, 110124637)||(3.402222, 110155740)||(3.3704929999999997, 110178563)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345537.99 80 5 65536 False GAUSS_SIMPLE_HASH |(36.777843999999995, 63343496)||(3.397509, 110163459)||(3.156621, 110201586)||(3.29538, 110186291)||(3.442498, 110237174)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345578.01 80 5 65536 False GAUSS_SIMPLE_HASH |(38.314874, 63566588)||(3.535647, 110251503)||(3.327516, 110250851)||(3.494599, 110163672)||(3.519895, 110147177)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345620.2 80 5 65536 False GAUSS_SIMPLE_HASH |(37.809972, 63513450)||(3.4275010000000004, 110175774)||(3.45891, 110180814)||(3.586536, 110274925)||(3.749266, 110264048)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345661.38 80 5 65536 False GAUSS_SIMPLE_HASH |(37.012969, 63435282)||(3.2759769999999997, 110246743)||(3.537816, 110144983)||(3.6035500000000003, 110192477)||(3.375735, 110264762)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 1000mbit 0.2ms 1473345702.21 80 5 65536 False GAUSS_SIMPLE_HASH |(37.285637, 63428910)||(3.5941509999999997, 110196150)||(3.363451, 110283142)||(3.5080709999999997, 110199768)||(3.516546, 110206318)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345747.63 80 5 65536 False BLOOM_FILTER |(37.457292, 32002152)||(37.020338, 56963690)||(37.141650999999996, 56963082)||(34.577047, 56981398)||(33.466167, 56980612)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345788.88 80 5 65536 False BLOOM_FILTER |(39.220086, 32002414)||(36.558057, 56963710)||(36.052152, 56980894)||(35.047042000000005, 56981048)||(38.945919, 56954105)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345831.61 80 5 65536 False BLOOM_FILTER |(36.859454, 32010733)||(33.883633, 56981358)||(36.53064, 56962896)||(33.580894, 56963172)||(35.886894999999996, 56963610)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345871.82 80 5 65536 False BLOOM_FILTER |(36.254947, 32001586)||(33.628693, 56963244)||(35.904418, 56963694)||(34.417997, 56981622)||(34.116502, 56963412)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345911.32 80 5 65536 False BLOOM_FILTER |(36.738351, 32001742)||(34.538265, 56981338)||(35.522756, 56963718)||(34.419778, 56963102)||(36.446819000000005, 56963436)|
7ba330ee2e53f4ee489123c35e1d641dda9b5461 54mbit 0.2ms 1473345951.78 80 5 65536 False BLOOM_FILTER |(37.318867, 32001784)||(36.757767, 56963248)||(34.383002999999995, 56963388)||(33.651529000000004, 56990107)||(36.99497, 56963986)|
