rev bandwidth latency start_time key_size num_parties set_size old_method strategy result
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282144.49 80 5 1024 False BLOOM_FILTER |(0.20840829999999996, 680168)||(0.18141829999999998, 608660)||(0.18733729999999998, 600186)||(0.1872795, 562320)||(0.18103760000000002, 745476)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282171.83 80 5 1024 False POLYNOMIALS_SIMPLE_HASH |(0.40640410000000005, 675023)||(0.2891704, 315009)||(0.3004187, 316411)||(0.30022429999999994, 312322)||(0.3007205999999999, 312300)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282200.62 80 5 1024 False GAUSS_SIMPLE_HASH |(0.4523219, 1139029)||(0.1541061, 665765)||(0.1604927, 692160)||(0.1551445, 671143)||(0.1546417, 675695)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282230.14 128 5 1024 False BLOOM_FILTER |(0.34241409999999994, 682109)||(0.31957519999999995, 678560)||(0.3182005, 659057)||(0.3183033, 691721)||(0.31912869999999993, 730859)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282258.77 128 5 1024 False POLYNOMIALS_SIMPLE_HASH |(0.5452646000000001, 675223)||(0.44040929999999995, 315817)||(0.43423360000000005, 319748)||(0.4373398, 299187)||(0.4322096, 321791)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282289.03 128 5 1024 False GAUSS_SIMPLE_HASH |(0.58082, 1140547)||(0.28577050000000004, 718224)||(0.2870874, 703799)||(0.28828329999999996, 695449)||(0.2848031, 632890)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282319.98 80 5 4096 False BLOOM_FILTER |(0.3764468, 2765866)||(0.3368543, 3304784)||(0.3354939, 3268443)||(0.33673129999999996, 3262179)||(0.3368162, 3282364)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282349.4 80 5 4096 False POLYNOMIALS_SIMPLE_HASH |(1.2480061, 2769516)||(1.0404325, 2342333)||(1.0492741, 2382466)||(1.0212164, 2335581)||(0.9979168000000002, 2279557)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282387.22 80 5 4096 False GAUSS_SIMPLE_HASH |(1.6771523, 4925675)||(0.2120902, 4407537)||(0.20460820000000002, 4273263)||(0.2110906, 4341002)||(0.2067586, 4381037)|
3a4648ad4b16d0aed8d755a830bbf4a914d5f8ae None None 1473282429.63 128 5 4096 False BLOOM_FILTER |(0.5266256, 2753893)||(0.48521469999999994, 3266297)||(0.48522309999999996, 3264301)||(0.48711530000000003, 3274898)||(0.48710529999999996, 3350625)|
